,Coût,Nom,Quantité,Taux de victoire,Nombre de parties,Date
415,4,Blademaster Okani,1,54.6,114,3/31/2023 10:59 
416,4,School Teacher,2,54.6,114,3/31/2023 10:59 
417,5,Ara'lon,1,54.6,114,3/31/2023 10:59 
418,5,Pet Collector,2,54.6,114,3/31/2023 10:59 
419,5,The Rat King,1,54.6,114,3/31/2023 10:59 
420,6,Beaststalker Tavish,1,54.6,114,3/31/2023 10:59 
421,6,"Sylvanas, the Accused",1,54.6,114,3/31/2023 10:59 
422,7,Huntsman Altimor,1,54.6,114,3/31/2023 10:59 
423,7,Hydralodon,1,54.6,114,3/31/2023 10:59 
424,7,Mountain Bear,2,54.6,114,3/31/2023 10:59 
425,8,Collateral Damage,2,54.6,114,3/31/2023 10:59 
426,9,King Krush,1,54.6,114,3/31/2023 10:59 
427,9,Wing Commander Ichman,1,54.6,114,3/31/2023 10:59 
428,0,Horn of Winter,2,54.46,88,3/31/2023 10:59 
429,1,Arms Dealer,2,54.46,88,3/31/2023 10:59 
430,1,Body Bagger,2,54.46,88,3/31/2023 10:59 
431,1,Bone Breaker,2,54.46,88,3/31/2023 10:59 
432,1,Foul Egg,2,54.46,88,3/31/2023 10:59 
433,1,Skeletal Sidekick,2,54.46,88,3/31/2023 10:59 
434,2,Frost Strike,2,54.46,88,3/31/2023 10:59 
435,2,Harbinger of Winter,2,54.46,88,3/31/2023 10:59 
436,3,Chillfallen Baron,2,54.46,88,3/31/2023 10:59 
437,3,Construct Quarter,2,54.46,88,3/31/2023 10:59 
438,3,Nerubian Vizier,2,54.46,88,3/31/2023 10:59 
439,4,School Teacher,2,54.46,88,3/31/2023 10:59 
440,4,Thassarian,1,54.46,88,3/31/2023 10:59 
441,6,Marrow Manipulator,2,54.46,88,3/31/2023 10:59 
442,6,Overseer Frigidara,1,54.46,88,3/31/2023 10:59 
443,7,Frostwyrm's Fury,2,54.46,88,3/31/2023 10:59 
444,1,Flame Imp,2,54.35,350,3/31/2023 10:59 
445,1,Flustered Librarian,2,54.35,350,3/31/2023 10:59 
446,1,Grimoire of Sacrifice,2,54.35,350,3/31/2023 10:59 
447,1,Voidwalker,2,54.35,350,3/31/2023 10:59 
448,1,Wicked Shipment,2,54.35,350,3/31/2023 10:59 
449,2,Imp Swarm (Rank 1),2,54.35,350,3/31/2023 10:59 
450,2,Impending Catastrophe,2,54.35,350,3/31/2023 10:59 
451,2,Nofin's Imp-ossible,2,54.35,350,3/31/2023 10:59 
452,2,Vile Library,2,54.35,350,3/31/2023 10:59 
453,3,Fiendish Circle,2,54.35,350,3/31/2023 10:59 
454,3,Imp Gang Boss,2,54.35,350,3/31/2023 10:59 
455,4,Mischievous Imp,2,54.35,350,3/31/2023 10:59 
456,4,Murlocula,2,54.35,350,3/31/2023 10:59 
457,5,Shady Bartender,2,54.35,350,3/31/2023 10:59 
458,6,Dreadlich Tamsin,1,54.35,350,3/31/2023 10:59 
459,6,Imp King Rafaam,1,54.35,350,3/31/2023 10:59 
460,0,Undying Allies,2,54.2,594,3/31/2023 10:59 
461,1,Banshee,2,54.2,594,3/31/2023 10:59 
462,1,Foul Egg,2,54.2,594,3/31/2023 10:59 
463,1,Mind Sear,2,54.2,594,3/31/2023 10:59 
464,1,Shadowcloth Needle,2,54.2,594,3/31/2023 10:59 
465,1,Voidtouched Attendant,2,54.2,594,3/31/2023 10:59 
466,2,Amalgam of the Deep,2,54.2,594,3/31/2023 10:59 
467,2,Bloodmage Thalnos,1,54.2,594,3/31/2023 10:59 
468,2,Mind Eater,2,54.2,594,3/31/2023 10:59 
469,3,Cathedral of Atonement,2,54.2,594,3/31/2023 10:59 
470,3,Haunting Nightmare,1,54.2,594,3/31/2023 10:59 
471,3,Shadowed Spirit,2,54.2,594,3/31/2023 10:59 
472,4,Grave Digging,2,54.2,594,3/31/2023 10:59 
473,4,High Cultist Basaleph,1,54.2,594,3/31/2023 10:59 
474,4,Rotting Necromancer,2,54.2,594,3/31/2023 10:59 
475,5,Darkbishop Benedictus,1,54.2,594,3/31/2023 10:59 
476,5,Shadow Word: Undeath,2,54.2,594,3/31/2023 10:59 
477,0,Undying Allies,2,54.16,165,3/31/2023 10:59 
478,1,Animate Dead,2,54.16,165,3/31/2023 10:59 
479,1,Mind Sear,2,54.16,165,3/31/2023 10:59 
480,1,Shadowcloth Needle,2,54.16,165,3/31/2023 10:59 
481,1,Voidtouched Attendant,2,54.16,165,3/31/2023 10:59 
482,1,Whispers of the Deep,2,54.16,165,3/31/2023 10:59 
483,2,Astalor Bloodsworn,1,54.16,165,3/31/2023 10:59 
484,2,Incorporeal Corporal,2,54.16,165,3/31/2023 10:59 
485,2,Mind Eater,2,54.16,165,3/31/2023 10:59 
486,3,Brittleskin Zombie,2,54.16,165,3/31/2023 10:59 
487,3,Haunting Nightmare,2,54.16,165,3/31/2023 10:59 
488,3,Shadowed Spirit,2,54.16,165,3/31/2023 10:59 
489,4,Grave Digging,2,54.16,165,3/31/2023 10:59 
490,4,High Cultist Basaleph,1,54.16,165,3/31/2023 10:59 
491,4,Najak Hexxen,1,54.16,165,3/31/2023 10:59 
492,5,Darkbishop Benedictus,1,54.16,165,3/31/2023 10:59 
493,5,Shadow Word: Undeath,2,54.16,165,3/31/2023 10:59 
494,1,Flame Imp,2,54.11,984,3/31/2023 10:59 
495,1,Flustered Librarian,2,54.11,984,3/31/2023 10:59 
496,1,Grimoire of Sacrifice,2,54.11,984,3/31/2023 10:59 
497,1,Touch of the Nathrezim,2,54.11,984,3/31/2023 10:59 
498,1,Wicked Shipment,2,54.11,984,3/31/2023 10:59 
499,2,Impending Catastrophe,2,54.11,984,3/31/2023 10:59 
500,2,Vile Library,2,54.11,984,3/31/2023 10:59 
501,3,Brann Bronzebeard,1,54.11,984,3/31/2023 10:59 
502,3,Dragged Below,2,54.11,984,3/31/2023 10:59 
503,3,Fiendish Circle,2,54.11,984,3/31/2023 10:59 
504,3,Sira'kess Cultist,2,54.11,984,3/31/2023 10:59 
505,3,Tamsin Roame,1,54.11,984,3/31/2023 10:59 
506,4,Mischievous Imp,2,54.11,984,3/31/2023 10:59 
507,5,Lady Darkvein,1,54.11,984,3/31/2023 10:59 
508,5,Za'qul,1,54.11,984,3/31/2023 10:59 
509,6,Abyssal Wave,2,54.11,984,3/31/2023 10:59 
510,6,Dreadlich Tamsin,1,54.11,984,3/31/2023 10:59 
511,6,Imp King Rafaam,1,54.11,984,3/31/2023 10:59 
512,0,Horn of Winter,2,54.01,157,3/31/2023 10:59 
513,1,Arms Dealer,2,54.01,157,3/31/2023 10:59 
514,1,Bone Breaker,2,54.01,157,3/31/2023 10:59 
515,1,Foul Egg,2,54.01,157,3/31/2023 10:59 
516,1,Skeletal Sidekick,2,54.01,157,3/31/2023 10:59 
517,2,Frost Strike,2,54.01,157,3/31/2023 10:59 
518,2,Harbinger of Winter,1,54.01,157,3/31/2023 10:59 
519,3,Brann Bronzebeard,1,54.01,157,3/31/2023 10:59 
520,3,Chillfallen Baron,2,54.01,157,3/31/2023 10:59 
521,3,Construct Quarter,2,54.01,157,3/31/2023 10:59 
522,3,Nerubian Vizier,2,54.01,157,3/31/2023 10:59 
523,4,Might of Menethil,2,54.01,157,3/31/2023 10:59 
524,4,School Teacher,2,54.01,157,3/31/2023 10:59 
525,4,Thassarian,1,54.01,157,3/31/2023 10:59 
526,6,Marrow Manipulator,2,54.01,157,3/31/2023 10:59 
527,6,Overseer Frigidara,1,54.01,157,3/31/2023 10:59 
528,7,Frostwyrm's Fury,2,54.01,157,3/31/2023 10:59 
529,0,Horn of Winter,2,53.99,366,3/31/2023 10:59 
530,1,Arms Dealer,2,53.99,366,3/31/2023 10:59 
531,1,Bone Breaker,2,53.99,366,3/31/2023 10:59 
532,1,Foul Egg,2,53.99,366,3/31/2023 10:59 
533,1,Skeletal Sidekick,2,53.99,366,3/31/2023 10:59 
534,2,Astalor Bloodsworn,1,53.99,366,3/31/2023 10:59 
535,2,Frost Strike,2,53.99,366,3/31/2023 10:59 
536,2,Harbinger of Winter,2,53.99,366,3/31/2023 10:59 
537,3,Brann Bronzebeard,1,53.99,366,3/31/2023 10:59 
538,3,Chillfallen Baron,2,53.99,366,3/31/2023 10:59 
539,3,Construct Quarter,2,53.99,366,3/31/2023 10:59 
540,3,Nerubian Vizier,2,53.99,366,3/31/2023 10:59 
541,4,School Teacher,2,53.99,366,3/31/2023 10:59 
542,4,Thassarian,1,53.99,366,3/31/2023 10:59 
543,6,Marrow Manipulator,2,53.99,366,3/31/2023 10:59 
544,6,Overseer Frigidara,1,53.99,366,3/31/2023 10:59 
545,7,Frostwyrm's Fury,2,53.99,366,3/31/2023 10:59 
546,1,Pelican Diver,2,53.96,172,3/31/2023 10:59 
547,2,Amplified Snowflurry,2,53.96,172,3/31/2023 10:59 
548,2,Astalor Bloodsworn,1,53.96,172,3/31/2023 10:59 
549,2,Far Watch Post,2,53.96,172,3/31/2023 10:59 
550,2,Mailbox Dancer,1,53.96,172,3/31/2023 10:59 
551,3,Brann Bronzebeard,1,53.96,172,3/31/2023 10:59 
552,3,Nightcloak Sanctum,2,53.96,172,3/31/2023 10:59 
553,4,Blademaster Okani,1,53.96,172,3/31/2023 10:59 
554,4,Deepwater Evoker,2,53.96,172,3/31/2023 10:59 
555,4,Reckless Apprentice,2,53.96,172,3/31/2023 10:59 
556,4,School Teacher,2,53.96,172,3/31/2023 10:59 
557,4,Varden Dawngrasp,1,53.96,172,3/31/2023 10:59 
558,6,Balinda Stonehearth,1,53.96,172,3/31/2023 10:59 
559,6,Barbaric Sorceress,2,53.96,172,3/31/2023 10:59 
560,6,Grey Sage Parrot,2,53.96,172,3/31/2023 10:59 
561,7,Magister Dawngrasp,1,53.96,172,3/31/2023 10:59 
562,8,Mordresh Fire Eye,1,53.96,172,3/31/2023 10:59 
563,9,Rune of the Archmage,2,53.96,172,3/31/2023 10:59 
564,10,Drakefire Amulet,2,53.96,172,3/31/2023 10:59 
565,1,Righteous Protector,2,53.91,320,3/31/2023 10:59 
566,1,Sinful Sous Chef,2,53.91,320,3/31/2023 10:59 
567,2,Class Action Lawyer,2,53.91,320,3/31/2023 10:59 
568,2,Order in the Court,2,53.91,320,3/31/2023 10:59 
569,2,Seafloor Savior,2,53.91,320,3/31/2023 10:59 
570,2,Soldier's Caravan,2,53.91,320,3/31/2023 10:59 
571,3,Alliance Bannerman,2,53.91,320,3/31/2023 10:59 
572,3,Jury Duty,2,53.91,320,3/31/2023 10:59 
573,3,Stewart the Steward,1,53.91,320,3/31/2023 10:59 
574,3,Stonehearth Vindicator,2,53.91,320,3/31/2023 10:59 
575,3,Warhorse Trainer,2,53.91,320,3/31/2023 10:59 
576,4,Buffet Biggun,2,53.91,320,3/31/2023 10:59 
577,4,Dun Baldar Bridge,2,53.91,320,3/31/2023 10:59 
578,7,The Countess,1,53.91,320,3/31/2023 10:59 
579,7,The Leviathan,1,53.91,320,3/31/2023 10:59 
580,8,Lightforged Cariel,1,53.91,320,3/31/2023 10:59 
581,9,Lightray,2,53.91,320,3/31/2023 10:59 
582,1,Arms Dealer,2,53.87,89,3/31/2023 10:59 
583,1,Body Bagger,2,53.87,89,3/31/2023 10:59 
584,1,Foul Egg,2,53.87,89,3/31/2023 10:59 
585,1,Skeletal Sidekick,2,53.87,89,3/31/2023 10:59 
586,2,Astalor Bloodsworn,1,53.87,89,3/31/2023 10:59 
587,2,Battlefield Necromancer,2,53.87,89,3/31/2023 10:59 
588,2,Necrotic Mortician,2,53.87,89,3/31/2023 10:59 
589,2,Plague Strike,2,53.87,89,3/31/2023 10:59 
590,3,Blightfang,1,53.87,89,3/31/2023 10:59 
591,3,Construct Quarter,1,53.87,89,3/31/2023 10:59 
592,3,Hawkstrider Rancher,2,53.87,89,3/31/2023 10:59 
593,3,Nerubian Vizier,2,53.87,89,3/31/2023 10:59 
594,4,Grave Strength,2,53.87,89,3/31/2023 10:59 
595,4,Nerubian Swarmguard,2,53.87,89,3/31/2023 10:59 
596,4,School Teacher,2,53.87,89,3/31/2023 10:59 
597,5,Famished Fool,1,53.87,89,3/31/2023 10:59 
598,6,"Sylvanas, the Accused",1,53.87,89,3/31/2023 10:59 
599,8,Lord Marrowgar,1,53.87,89,3/31/2023 10:59 
600,1,Relic of Extinction,2,53.84,240,3/31/2023 10:59 
601,1,Sigil of Alacrity,2,53.84,240,3/31/2023 10:59 
602,1,Unleash Fel,2,53.84,240,3/31/2023 10:59 
603,2,Bloodmage Thalnos,1,53.84,240,3/31/2023 10:59 
604,2,Chaos Strike,1,53.84,240,3/31/2023 10:59 
605,2,Fel Barrage,2,53.84,240,3/31/2023 10:59 
606,2,Relic Vault,2,53.84,240,3/31/2023 10:59 
607,3,Lady S'theno,1,53.84,240,3/31/2023 10:59 
608,3,Nerubian Vizier,2,53.84,240,3/31/2023 10:59 
609,3,Predation,2,53.84,240,3/31/2023 10:59 
610,3,Relic of Phantasms,2,53.84,240,3/31/2023 10:59 
611,3,Silvermoon Arcanist,2,53.84,240,3/31/2023 10:59 
612,4,Guild Trader,2,53.84,240,3/31/2023 10:59 
613,4,School Teacher,2,53.84,240,3/31/2023 10:59 
614,6,"Kurtrus, Demon-Render",1,53.84,240,3/31/2023 10:59 
615,6,Relic of Dimensions,2,53.84,240,3/31/2023 10:59 
616,8,Artificer Xy'mox,1,53.84,240,3/31/2023 10:59 
617,8,Jace Darkweaver,1,53.84,240,3/31/2023 10:59 
618,0,Desperate Prayer,2,53.77,54,3/31/2023 10:59 
619,1,Gift of the Naaru,2,53.77,54,3/31/2023 10:59 
620,1,Seek Guidance,1,53.77,54,3/31/2023 10:59 
621,1,Shard of the Naaru,2,53.77,54,3/31/2023 10:59 
622,1,"Sir Finley, Sea Guide",1,53.77,54,3/31/2023 10:59 
623,1,The Light! It Burns!,2,53.77,54,3/31/2023 10:59 
624,2,Astalor Bloodsworn,1,53.77,54,3/31/2023 10:59 
625,2,Sketchy Stranger,2,53.77,54,3/31/2023 10:59 
626,2,Thrive in the Shadows,2,53.77,54,3/31/2023 10:59 
627,3,Amulet of Undying,2,53.77,54,3/31/2023 10:59 
628,3,Cathedral of Atonement,2,53.77,54,3/31/2023 10:59 
629,3,Prince Renathal,1,53.77,54,3/31/2023 10:59 
630,4,Cannibalize,2,53.77,54,3/31/2023 10:59 
631,4,Lightmaw Netherdrake,2,53.77,54,3/31/2023 10:59 
632,4,Shadow Word: Ruin,2,53.77,54,3/31/2023 10:59 
633,4,Xyrella,1,53.77,54,3/31/2023 10:59 
634,5,Clean the Scene,2,53.77,54,3/31/2023 10:59 
635,5,Spirit Guide,2,53.77,54,3/31/2023 10:59 
636,6,Lightbomb,1,53.77,54,3/31/2023 10:59 
637,6,Lightshower Elemental,2,53.77,54,3/31/2023 10:59 
638,6,"Theotar, the Mad Duke",1,53.77,54,3/31/2023 10:59 
639,7,Blackwater Behemoth,1,53.77,54,3/31/2023 10:59 
640,7,Mutanus the Devourer,1,53.77,54,3/31/2023 10:59 
641,8,Whirlpool,2,53.77,54,3/31/2023 10:59 
642,8,"Xyrella, the Devout",1,53.77,54,3/31/2023 10:59 
643,0,Flurry (Rank 1),2,53.71,278,3/31/2023 10:59 
644,1,Arcane Wyrm,2,53.71,278,3/31/2023 10:59 
645,1,Irondeep Trogg,2,53.71,278,3/31/2023 10:59 
646,1,Shivering Sorceress,2,53.71,278,3/31/2023 10:59 
647,1,Suspicious Alchemist,2,53.71,278,3/31/2023 10:59 
648,2,Amplified Snowflurry,2,53.71,278,3/31/2023 10:59 
649,2,Bloodmage Thalnos,1,53.71,278,3/31/2023 10:59 
650,2,Frozen Touch,2,53.71,278,3/31/2023 10:59 
651,2,Prismatic Elemental,2,53.71,278,3/31/2023 10:59 
652,3,Arcsplitter,2,53.71,278,3/31/2023 10:59 
653,3,Frostweave Dungeoneer,2,53.71,278,3/31/2023 10:59 
654,3,Nightcloak Sanctum,2,53.71,278,3/31/2023 10:59 
655,4,Cold Case,2,53.71,278,3/31/2023 10:59 
656,4,Commander Sivara,1,53.71,278,3/31/2023 10:59 
657,4,Varden Dawngrasp,1,53.71,278,3/31/2023 10:59 
658,5,"Aegwynn, the Guardian",1,53.71,278,3/31/2023 10:59 
659,6,Deathborne,2,53.71,278,3/31/2023 10:59 
660,1,Arms Dealer,2,53.68,53,3/31/2023 10:59 
661,1,Banshee,2,53.68,53,3/31/2023 10:59 
662,1,Body Bagger,2,53.68,53,3/31/2023 10:59 
663,1,Foul Egg,2,53.68,53,3/31/2023 10:59 
664,1,Skeletal Sidekick,2,53.68,53,3/31/2023 10:59 
665,2,Battlefield Necromancer,2,53.68,53,3/31/2023 10:59 
666,2,Plague Strike,1,53.68,53,3/31/2023 10:59 
667,2,Vrykul Necrolyte,2,53.68,53,3/31/2023 10:59 
668,3,Blightfang,1,53.68,53,3/31/2023 10:59 
669,3,Chillfallen Baron,2,53.68,53,3/31/2023 10:59 
670,3,Hawkstrider Rancher,2,53.68,53,3/31/2023 10:59 
671,3,Nerubian Vizier,2,53.68,53,3/31/2023 10:59 
672,4,Blademaster Okani,1,53.68,53,3/31/2023 10:59 
673,4,Grave Strength,2,53.68,53,3/31/2023 10:59 
674,4,Nerubian Swarmguard,2,53.68,53,3/31/2023 10:59 
675,4,School Teacher,2,53.68,53,3/31/2023 10:59 
676,8,Lord Marrowgar,1,53.68,53,3/31/2023 10:59 
677,0,Undying Allies,2,53.67,166,3/31/2023 10:59 
678,1,Animate Dead,2,53.67,166,3/31/2023 10:59 
679,1,Mind Sear,2,53.67,166,3/31/2023 10:59 
680,1,Shadowcloth Needle,2,53.67,166,3/31/2023 10:59 
681,1,Voidtouched Attendant,2,53.67,166,3/31/2023 10:59 
682,1,Whispers of the Deep,2,53.67,166,3/31/2023 10:59 
683,2,Incorporeal Corporal,2,53.67,166,3/31/2023 10:59 
684,3,Brittleskin Zombie,1,53.67,166,3/31/2023 10:59 
685,3,Cathedral of Atonement,2,53.67,166,3/31/2023 10:59 
686,3,Haunting Nightmare,2,53.67,166,3/31/2023 10:59 
687,3,Shadowed Spirit,2,53.67,166,3/31/2023 10:59 
688,4,Bonecaller,2,53.67,166,3/31/2023 10:59 
689,4,Grave Digging,2,53.67,166,3/31/2023 10:59 
690,4,High Cultist Basaleph,1,53.67,166,3/31/2023 10:59 
691,4,Najak Hexxen,1,53.67,166,3/31/2023 10:59 
692,5,Darkbishop Benedictus,1,53.67,166,3/31/2023 10:59 
693,5,Shadow Word: Undeath,2,53.67,166,3/31/2023 10:59 
694,0,Aquatic Form,2,53.65,79,3/31/2023 10:59 
695,0,Innervate,2,53.65,79,3/31/2023 10:59 
696,0,Pounce,2,53.65,79,3/31/2023 10:59 
697,1,Lingering Zombie,1,53.65,79,3/31/2023 10:59 
698,1,Lost in the Park,1,53.65,79,3/31/2023 10:59 
699,1,Rake,2,53.65,79,3/31/2023 10:59 
700,2,Astalor Bloodsworn,1,53.65,79,3/31/2023 10:59 
701,2,Chitinous Plating,2,53.65,79,3/31/2023 10:59 
702,2,Moonlit Guidance,2,53.65,79,3/31/2023 10:59 
703,3,Brann Bronzebeard,1,53.65,79,3/31/2023 10:59 
704,3,Feral Rage,1,53.65,79,3/31/2023 10:59 
705,3,Pathmaker,2,53.65,79,3/31/2023 10:59 
706,4,Park Panther,2,53.65,79,3/31/2023 10:59 
707,4,Widowbloom Seedsman,2,53.65,79,3/31/2023 10:59 
708,5,Nourish,2,53.65,79,3/31/2023 10:59 
709,5,Spammy Arcanist,1,53.65,79,3/31/2023 10:59 
710,5,Wildheart Guff,1,53.65,79,3/31/2023 10:59 
711,7,Underking,2,53.65,79,3/31/2023 10:59 
712,8,Anub'Rekhan,1,53.65,79,3/31/2023 10:59 
713,0,Undying Allies,2,53.6,76,3/31/2023 10:59 
714,1,Banshee,2,53.6,76,3/31/2023 10:59 
715,1,Foul Egg,2,53.6,76,3/31/2023 10:59 
716,1,Mind Sear,2,53.6,76,3/31/2023 10:59 
717,1,Shadowcloth Needle,2,53.6,76,3/31/2023 10:59 
718,1,Voidtouched Attendant,2,53.6,76,3/31/2023 10:59 
719,1,Whispers of the Deep,1,53.6,76,3/31/2023 10:59 
720,2,Astalor Bloodsworn,1,53.6,76,3/31/2023 10:59 
721,2,Incorporeal Corporal,2,53.6,76,3/31/2023 10:59 
722,2,Mind Eater,2,53.6,76,3/31/2023 10:59 
723,3,Brittleskin Zombie,2,53.6,76,3/31/2023 10:59 
724,3,Cathedral of Atonement,2,53.6,76,3/31/2023 10:59 
725,3,Shadowed Spirit,2,53.6,76,3/31/2023 10:59 
726,4,Grave Digging,2,53.6,76,3/31/2023 10:59 
727,4,High Cultist Basaleph,1,53.6,76,3/31/2023 10:59 
728,4,Rotting Necromancer,2,53.6,76,3/31/2023 10:59 
729,5,Darkbishop Benedictus,1,53.6,76,3/31/2023 10:59 
730,1,Knight of Anointment,2,53.57,74,3/31/2023 10:59 
731,1,Righteous Protector,2,53.57,74,3/31/2023 10:59 
732,1,Sanguine Soldier,2,53.57,74,3/31/2023 10:59 
733,1,Sinful Sous Chef,2,53.57,74,3/31/2023 10:59 
734,2,Battle Vicar,2,53.57,74,3/31/2023 10:59 
735,2,Blood Matriarch Liadrin,1,53.57,74,3/31/2023 10:59 
736,2,Class Action Lawyer,2,53.57,74,3/31/2023 10:59 
737,2,Kotori Lightblade,1,53.57,74,3/31/2023 10:59 
738,2,Order in the Court,2,53.57,74,3/31/2023 10:59 
739,2,Seafloor Savior,2,53.57,74,3/31/2023 10:59 
740,3,Alliance Bannerman,2,53.57,74,3/31/2023 10:59 
741,3,Seal of Blood,2,53.57,74,3/31/2023 10:59 
742,3,Stonehearth Vindicator,2,53.57,74,3/31/2023 10:59 
743,4,Cariel Roame,1,53.57,74,3/31/2023 10:59 
744,5,The Purator,1,53.57,74,3/31/2023 10:59 
745,6,Blood Crusader,1,53.57,74,3/31/2023 10:59 
746,7,The Countess,1,53.57,74,3/31/2023 10:59 
747,9,Lightray,2,53.57,74,3/31/2023 10:59 
748,0,Aquatic Form,2,53.56,473,3/31/2023 10:59 
749,0,Innervate,2,53.56,473,3/31/2023 10:59 
750,0,Pounce,2,53.56,473,3/31/2023 10:59 
751,1,Lingering Zombie,2,53.56,473,3/31/2023 10:59 
752,1,Lost in the Park,1,53.56,473,3/31/2023 10:59 
753,1,Rake,2,53.56,473,3/31/2023 10:59 
754,2,Astalor Bloodsworn,1,53.56,473,3/31/2023 10:59 
755,2,Capture Coldtooth Mine,1,53.56,473,3/31/2023 10:59 
756,2,Moonlit Guidance,2,53.56,473,3/31/2023 10:59 
757,3,Brann Bronzebeard,1,53.56,473,3/31/2023 10:59 
758,3,Feral Rage,2,53.56,473,3/31/2023 10:59 
759,3,Pathmaker,2,53.56,473,3/31/2023 10:59 
760,4,Park Panther,2,53.56,473,3/31/2023 10:59 
761,4,Widowbloom Seedsman,2,53.56,473,3/31/2023 10:59 
762,5,Nourish,2,53.56,473,3/31/2023 10:59 
763,5,Spammy Arcanist,2,53.56,473,3/31/2023 10:59 
764,5,Wildheart Guff,1,53.56,473,3/31/2023 10:59 
765,8,Anub'Rekhan,1,53.56,473,3/31/2023 10:59 
766,1,Tracking,2,53.48,66,3/31/2023 10:59 
767,2,Dun Baldar Bunker,2,53.48,66,3/31/2023 10:59 
768,2,Explosive Trap,1,53.48,66,3/31/2023 10:59 
769,2,Freezing Trap,2,53.48,66,3/31/2023 10:59 
770,2,Ice Trap,1,53.48,66,3/31/2023 10:59 
771,2,ZOMBEEEES!!!,2,53.48,66,3/31/2023 10:59 
772,3,Harpoon Gun,2,53.48,66,3/31/2023 10:59 
773,3,Wild Spirits,2,53.48,66,3/31/2023 10:59 
774,4,Spring the Trap,1,53.48,66,3/31/2023 10:59 
775,4,Vanndar Stormpike,1,53.48,66,3/31/2023 10:59 
776,5,Imported Tarantula,2,53.48,66,3/31/2023 10:59 
777,5,Pet Collector,2,53.48,66,3/31/2023 10:59 
778,5,The Rat King,1,53.48,66,3/31/2023 10:59 
779,6,Beaststalker Tavish,1,53.48,66,3/31/2023 10:59 
780,7,Faithful Companions,2,53.48,66,3/31/2023 10:59 
781,7,Hydralodon,1,53.48,66,3/31/2023 10:59 
782,7,Lor'themar Theron,1,53.48,66,3/31/2023 10:59 
783,7,Mountain Bear,2,53.48,66,3/31/2023 10:59 
784,9,King Krush,1,53.48,66,3/31/2023 10:59 
785,9,Wing Commander Ichman,1,53.48,66,3/31/2023 10:59 
786,1,Arcane Shot,2,53.45,104,3/31/2023 10:59 
787,1,Barbed Nets,2,53.45,104,3/31/2023 10:59 
788,1,Defend the Dwarven District,1,53.45,104,3/31/2023 10:59 
789,1,Ricochet Shot,2,53.45,104,3/31/2023 10:59 
790,1,Tracking,2,53.45,104,3/31/2023 10:59 
791,1,Trinket Tracker,2,53.45,104,3/31/2023 10:59 
792,1,Urchin Spines,2,53.45,104,3/31/2023 10:59 
793,1,Wound Prey,2,53.45,104,3/31/2023 10:59 
794,2,Arcane Quiver,2,53.45,104,3/31/2023 10:59 
795,2,Conjured Arrow,2,53.45,104,3/31/2023 10:59 
796,2,Dun Baldar Bunker,1,53.45,104,3/31/2023 10:59 
797,2,Explosive Trap,2,53.45,104,3/31/2023 10:59 
798,2,Furious Howl,1,53.45,104,3/31/2023 10:59 
799,2,Ice Trap,1,53.45,104,3/31/2023 10:59 
800,2,Quick Shot,2,53.45,104,3/31/2023 10:59 
801,3,Aimed Shot,2,53.45,104,3/31/2023 10:59 
802,3,Prince Renathal,1,53.45,104,3/31/2023 10:59 
803,3,Shellshot,2,53.45,104,3/31/2023 10:59 
804,3,Stag Charge,2,53.45,104,3/31/2023 10:59 
805,3,Wild Spirits,2,53.45,104,3/31/2023 10:59 
806,4,Multicaster,2,53.45,104,3/31/2023 10:59 
807,5,Barak Kodobane,1,53.45,104,3/31/2023 10:59 
808,6,Beaststalker Tavish,1,53.45,104,3/31/2023 10:59 
809,9,The Sunwell,1,53.45,104,3/31/2023 10:59 
810,1,Arms Dealer,2,53.43,60,3/31/2023 10:59 
811,1,Body Bagger,2,53.43,60,3/31/2023 10:59 
812,1,Foul Egg,2,53.43,60,3/31/2023 10:59 
813,1,Skeletal Sidekick,2,53.43,60,3/31/2023 10:59 
814,2,Amalgam of the Deep,2,53.43,60,3/31/2023 10:59 
815,2,Astalor Bloodsworn,1,53.43,60,3/31/2023 10:59 
816,2,Battlefield Necromancer,2,53.43,60,3/31/2023 10:59 
817,2,Plague Strike,2,53.43,60,3/31/2023 10:59 
818,3,Blightfang,1,53.43,60,3/31/2023 10:59 
819,3,Hawkstrider Rancher,2,53.43,60,3/31/2023 10:59 
820,3,Nerubian Vizier,2,53.43,60,3/31/2023 10:59 
821,4,Grave Strength,2,53.43,60,3/31/2023 10:59 
822,4,Nerubian Swarmguard,2,53.43,60,3/31/2023 10:59 
823,4,School Teacher,2,53.43,60,3/31/2023 10:59 
824,5,Famished Fool,2,53.43,60,3/31/2023 10:59 
825,6,"Sylvanas, the Accused",1,53.43,60,3/31/2023 10:59 
826,8,Lord Marrowgar,1,53.43,60,3/31/2023 10:59 
827,0,Horn of Winter,2,53.37,130,3/31/2023 10:59 
828,1,Arms Dealer,2,53.37,130,3/31/2023 10:59 
829,1,Bone Breaker,2,53.37,130,3/31/2023 10:59 
830,1,Foul Egg,2,53.37,130,3/31/2023 10:59 
831,1,Skeletal Sidekick,2,53.37,130,3/31/2023 10:59 
832,2,Astalor Bloodsworn,1,53.37,130,3/31/2023 10:59 
833,2,Frost Strike,2,53.37,130,3/31/2023 10:59 
834,2,Harbinger of Winter,1,53.37,130,3/31/2023 10:59 
835,3,Brann Bronzebeard,1,53.37,130,3/31/2023 10:59 
836,3,Chillfallen Baron,2,53.37,130,3/31/2023 10:59 
